kepid,radius,mass,cdpp6,koi_count
5562069,0.59,0.59,116.322,0
5520896,0.5539999999999999,0.55,188.80900000000003,0
5543652,0.57,0.58,176.80700000000002,0
5472185,0.34700000000000003,0.36,229.829,0
5527289,0.518,0.52,261.165,0
5535860,0.53,0.54,224.59,0
5514976,0.3,0.29,197.65900000000002,0
5515000,0.38,0.41,179.489,0
5524341,0.537,0.56,256.655,0
5547013,0.45899999999999996,0.47,255.815,0
5515133,0.535,0.55,205.21200000000002,0
5515142,0.419,0.43,581.411,0
5524498,0.523,0.54,231.368,0
5515149,0.451,0.47,440.24199999999996,0
5515259,0.14300000000000002,0.12,507.4,0
5603484,0.25,0.23,201.685,0
5682876,0.55,0.56,344.10900000000004,0
5682974,0.161,0.13,1391.795,0
5696316,0.317,0.31,194.768,0
5599675,0.54,0.55,220.832,0
5696568,0.5529999999999999,0.55,28.35,0
5567165,0.591,0.6,89.42299999999999,0
5617854,0.51,0.53,106.861,1.0
5645052,0.31,0.3,149.264,0
5564492,0.523,0.54,343.287,0
5610323,0.435,0.46,202.22299999999998,0
5623212,0.491,0.5,66.002,0
5683912,0.14400000000000002,0.12,18.338,0
5696918,0.523,0.54,105.225,0
5600763,0.33,0.35,425.009,0
5615394,0.23,0.22,254.14,0
5620587,0.51,0.54,130.243,0
5607251,0.48,0.49,361.015,0
5611092,0.541,0.55,127.969,0
5684429,0.35,0.37,370.67699999999996,0
5600992,0.45,0.48,269.433,0
5607395,0.52,0.53,348.144,0
5640085,0.5,0.52,162.481,2.0
5684887,0.5,0.51,231.622,0
5596422,0.473,0.48,213.13099999999997,0
5601258,0.46,0.47,129.174,1.0
5632313,0.51,0.52,173.09900000000002,0
5688790,0.38,0.4,290.356,1.0
5697553,0.51,0.53,136.782,0
5596701,0.593,0.59,53.108000000000004,0
5685165,0.37,0.39,589.95,0
5608002,0.19,0.17,607.186,0
5608021,0.37,0.39,200.52700000000002,0
5685559,0.56,0.57,497.73199999999997,0
5597604,0.5870000000000001,0.59,38.953,0
5597695,0.415,0.43,798.957,0
5597723,0.608,0.61,1036.768,0
5616280,0.494,0.5,155.4,0
5685704,0.56,0.57,650.383,0
5695153,0.39,0.41,537.019,0
5565816,0.2,0.18,57.523999999999994,0
5602174,0.36,0.37,543.861,0
5602310,0.19399999999999998,0.17,166.613,0
5616494,0.532,0.54,233.472,0
5621528,0.38,0.4,339.23699999999997,0
5648509,0.344,0.35,366.61800000000005,0
5686174,0.47,0.49,126.042,1.0
5612776,0.42,0.44,192.66099999999997,0
5612924,0.195,0.18,429.152,0
5695850,0.537,0.56,207.707,0
5630212,0.584,0.58,63.288999999999994,0
5649085,0.16899999999999998,0.15,402.10900000000004,0
5695904,0.37,0.39,159.045,0
5699934,0.55,0.58,180.368,0
5630476,0.179,0.16,358.101,0
5682522,0.513,0.52,102.52799999999999,0
5687033,0.556,0.56,205.61700000000002,0
5693289,0.4,0.42,130.245,0
5693298,0.52,0.53,191.35,0
5696108,0.628,0.62,38.186,0
5809954,0.457,0.46,87.838,1.0
5708923,0.594,0.6,208.674,0
5739251,0.611,0.61,347.51199999999994,0
5771150,0.5489999999999999,0.55,192.426,0
5774607,0.257,0.24,160.73,0
5803144,0.47,0.48,188.386,0
5795689,0.19699999999999998,0.18,247.09,0
5709193,0.537,0.56,236.233,0
5734420,0.161,0.14,51.492,0
5785346,0.27,0.25,191.33700000000002,0
5795961,0.569,0.57,44.534,0
5709283,0.46,0.47,230.52900000000002,0
5717253,0.45,0.46,207.612,0
5785688,0.5479999999999999,0.57,260.585,0
5717765,0.4,0.41,224.926,0
5730740,0.545,0.55,120.12799999999999,0
5772694,0.435,0.45,309.48900000000003,0
5775242,0.4,0.41,399.147,0
5785806,0.537,0.56,293.415,0
5785926,0.466,0.48,250.61700000000002,0
5769095,0.363,0.39,803.209,0
5702483,0.565,0.57,240.155,0
5791720,0.569,0.57,777.915,0
5791753,0.544,0.55,50.295,0
5779615,0.526,0.53,344.81699999999995,0
5794240,0.552,0.56,285.934,1.0
5802041,0.129,0.1,289.05400000000003,0
5769943,0.39,0.41,711.091,0
5809175,0.36,0.38,1441.225,0
5716073,0.5489999999999999,0.55,123.23200000000001,0
5727611,0.46,0.47,246.34799999999998,0
5738138,0.619,0.62,132.77700000000002,0
5738209,0.537,0.56,260.328,0
5738346,0.537,0.56,329.11800000000005,0
5783802,0.27,0.27,182.40099999999998,0
5859744,0.534,0.54,228.28900000000002,0
5892011,0.586,0.59,274.89799999999997,0
5938311,0.54,0.56,475.49199999999996,0
5943385,0.11599999999999999,0.09,160.009,0
5855808,0.39299999999999996,0.41,179.854,0
5855851,0.24,0.22,149.391,0
5868793,0.158,0.13,620.893,1.0
5904275,0.35,0.36,260.063,0
5938531,0.475,0.49,385.286,0
5951140,0.41,0.43,334.218,0
5856173,0.529,0.55,599.61,0
5868814,0.203,0.18,342.608,0
5873509,0.562,0.56,162.341,0
5938905,0.23399999999999999,0.23,746.552,0
5938981,0.32,0.32,420.95099999999996,0
5856480,0.42,0.44,203.817,0
5869314,0.516,0.54,121.59299999999999,0
5873644,0.37,0.39,226.028,0
5939661,0.45,0.47,247.355,0
5881733,0.32799999999999996,0.33,39.007,0
5905382,0.61,0.62,233.757,0
5939790,0.48200000000000004,0.51,907.166,0
5943889,0.303,0.29,902.845,0
5943981,0.5870000000000001,0.59,541.69,0
5879323,0.29,0.31,150.269,0
5940100,0.3,0.29,293.747,0
5944592,0.54,0.56,599.7180000000001,0
5944764,0.18899999999999997,0.17,451.32300000000004,0
5952378,0.526,0.53,201.208,0
5956142,0.557,0.56,125.054,0
5812016,0.44,0.46,263.107,0
5870587,0.5539999999999999,0.58,158.999,0
5946806,0.293,0.28,237.06900000000002,0
5858361,0.36,0.37,130.265,0
5879661,0.48,0.49,202.113,0
5887519,0.523,0.54,233.99400000000003,0
5941047,0.536,0.56,521.552,0
5949548,0.39,0.41,295.524,0
5953138,0.36,0.37,142.638,0
5818042,0.228,0.22,323.72900000000004,0
5853070,0.401,0.42,272.797,0
5879819,0.16,0.13,601.444,0
5894341,0.34600000000000003,0.35,266.58799999999997,0
5941130,0.244,0.22,678.592,0
5941226,0.43,0.45,335.491,0
5941354,0.526,0.53,223.672,0
5953294,0.457,0.47,276.594,0
5818116,0.20800000000000002,0.19,200.31599999999997,0
5956957,0.534,0.54,158.192,0
5853849,0.478,0.5,688.2460000000001,0
5900600,0.53,0.54,206.457,0
5950024,0.541,0.55,98.36200000000001,0
5957181,0.5539999999999999,0.58,263.563,0
5859112,0.172,0.15,293.449,0
5859124,0.21,0.19,365.346,0
5867094,0.3,0.29,172.826,0
5880374,0.532,0.53,92.80799999999999,0
5937213,0.41,0.43,245.53400000000002,0
5942138,0.525,0.52,121.399,0
5819458,0.599,0.6,230.283,0
5859306,0.44,0.46,468.74300000000005,0
5859365,0.41200000000000003,0.44,317.871,0
5859447,0.287,0.3,419.486,0
5937264,0.5329999999999999,0.54,150.45600000000002,0
5937488,0.5379999999999999,0.56,667.804,0
5950533,0.5720000000000001,0.58,93.46,0
5950611,0.39,0.41,161.297,0
5953947,0.201,0.18,253.382,0
5954017,0.55,0.56,249.391,0
5854592,0.345,0.36,634.071,0
5855096,0.56,0.57,210.96200000000002,0
5895919,0.45399999999999996,0.47,100.398,0
5954552,0.524,0.55,128.654,0
5960066,0.578,0.61,213.18099999999998,0
5820218,0.557,0.58,202.59400000000002,0
5867742,0.37,0.39,247.601,0
5942891,0.53,0.53,185.176,0
5950779,0.322,0.32,192.207,0
5965747,0.38,0.4,215.736,0
6047628,0.45,0.46,245.675,0
6066369,0.512,0.52,133.881,0
5977899,0.35600000000000004,0.37,253.667,0
5977935,0.446,0.46,293.096,0
6022408,0.248,0.23,47.786,0
6047929,0.43700000000000006,0.46,95.45100000000001,0
5962956,0.37,0.38,631.856,0
5966302,0.36700000000000005,0.38,143.556,0
5966669,0.187,0.17,643.955,0
6026814,0.36,0.38,210.365,0
6067282,0.616,0.61,387.096,0
5966921,0.619,0.62,391.042,0
5967053,0.586,0.59,78.223,0
6023859,0.537,0.56,249.168,1.0
6034587,0.299,0.31,245.898,0
6048655,0.387,0.41,155.692,0
6062306,0.37,0.38,249.812,0
6019923,0.38,0.4,86.728,0
6024237,0.179,0.16,94.478,0
6029053,0.21,0.19,734.8539999999999,0
6038568,0.38,0.4,265.405,0
6019999,0.27,0.27,348.94699999999995,0
5987444,0.55,0.55,231.945,0
5987757,0.473,0.48,257.168,0
6020256,0.4,0.42,375.064,0
6020313,0.39,0.41,921.112,0
6020355,0.28,0.29,399.28,0
6038882,0.557,0.56,184.253,0
6020532,0.527,0.55,690.056,0
6020691,0.42,0.45,514.356,0
6029449,0.33799999999999997,0.36,332.524,0
6029542,0.18600000000000003,0.16,322.198,0
6044117,0.37,0.39,163.695,0
5964598,0.304,0.31,207.898,0
6032373,0.51,0.53,215.704,0
6049470,0.519,0.54,16.588,0
6060042,0.256,0.24,215.77,0
6032666,0.34,0.35,243.954,0
6032907,0.537,0.56,145.91299999999998,0
6036286,0.36,0.37,181.826,1.0
6041761,0.5579999999999999,0.57,118.402,0
5989437,0.195,0.18,323.654,0
6021570,0.523,0.54,307.29,0
6037009,0.231,0.21,406.286,0
6072268,0.537,0.56,317.577,0
5962551,0.19899999999999998,0.18,37.003,0
6060845,0.381,0.4,260.428,0
6107421,0.452,0.47,250.507,0
6182508,0.452,0.47,288.421,0
6104110,0.35,0.37,141.616,0
6124941,0.184,0.16,69.57600000000001,0
6186614,0.28,0.29,527.59,0
6186738,0.506,0.51,339.80300000000005,0
6099502,0.11599999999999999,0.09,190.02700000000002,0
6125019,0.47,0.48,94.03200000000001,0
6125059,0.47100000000000003,0.48,200.864,0
6149553,0.3,0.29,283.236,0
6186964,0.54,0.55,255.81099999999998,1.0
6099785,0.34,0.35,76.729,0
6192309,0.39,0.41,213.074,0
6100168,0.322,0.32,815.2719999999999,0
6110166,0.21,0.19,210.826,0
6183400,0.2,0.18,217.343,0
6187322,0.55,0.57,124.91,0
6150943,0.35,0.38,305.434,0
6183511,0.28800000000000003,0.28,247.142,1.0
6183672,0.461,0.47,286.923,0
6183736,0.155,0.13,1749.604,0
6183859,0.39,0.41,1515.618,0
6122790,0.596,0.6,815.071,0
6183971,0.537,0.56,294.21299999999997,0
6184059,0.46,0.47,261.686,0
6205405,0.48,0.49,82.20299999999999,0
6141125,0.5379999999999999,0.57,202.351,0
6145790,0.598,0.59,124.785,0
6187812,0.569,0.57,767.7139999999999,0
6187942,0.298,0.29,178.47099999999998,0
6105433,0.457,0.47,256.418,0
6117486,0.29,0.28,270.017,0
6117602,0.11599999999999999,0.09,366.43300000000005,0
6153404,0.3,0.3,233.283,0
6188126,0.447,0.47,566.596,0
6105994,0.37,0.39,256.491,0
6117832,0.5379999999999999,0.57,1134.643,0
6102091,0.162,0.14,1363.7220000000002,0
6106112,0.54,0.55,410.462,0
6102338,0.233,0.21,443.7,0
6106282,0.47700000000000004,0.48,173.794,1.0
6123830,0.564,0.57,139.906,0
6129451,0.593,0.59,415.38,0
6181143,0.235,0.21,162.444,0
6181204,0.31,0.3,173.048,0
6185476,0.47,0.49,125.919,1.0
6196918,0.32,0.34,141.844,0
6200401,0.313,0.31,252.793,0
6147224,0.504,0.51,178.16400000000002,0
6181526,0.324,0.32,146.856,0
6102845,0.162,0.14,699.2689999999999,0
6103125,0.26,0.26,762.316,0
6114684,0.11599999999999999,0.09,303.15,0
6124132,0.267,0.27,201.857,0
6147617,0.182,0.17,314.593,0
6147712,0.564,0.57,212.774,0
6181761,0.33,0.34,170.326,0
6114944,0.54,0.55,391.80400000000003,0
6185976,0.465,0.48,150.738,0
6201164,0.121,0.1,334.51300000000003,0
6207046,0.523,0.54,456.148,0
6103862,0.54,0.56,220.562,0
6107171,0.457,0.47,450.899,0
6115083,0.513,0.52,263.99,0
6119211,0.457,0.47,149.439,0
6186082,0.43,0.45,551.675,0
6186085,0.43,0.45,155.888,0
6186107,0.55,0.56,224.262,0
6191317,0.522,0.55,230.162,0
6267461,0.541,0.55,151.079,0
6286961,0.55,0.56,481.251,0
6224062,0.452,0.46,176.549,0
6224166,0.327,0.33,246.761,0
6230812,0.564,0.57,234.75599999999997,0
6267749,0.5429999999999999,0.56,251.94,0
6272526,0.308,0.32,277.871,0
6207677,0.244,0.23,76.62100000000001,0
6220038,0.5489999999999999,0.55,217.68900000000002,0
6272732,0.537,0.56,151.885,0
6211203,0.445,0.47,228.734,0
6264426,0.563,0.57,329.31699999999995,0
6290811,0.39,0.41,397.51800000000003,0
6268411,0.18899999999999997,0.17,293.652,0
6279639,0.498,0.51,147.441,0
6221260,0.586,0.59,256.83799999999997,0
6265107,0.444,0.45,302.158,0
6276708,0.557,0.56,155.809,0
6268673,0.45,0.46,647.957,0
6212599,0.33,0.35,235.055,0
6233491,0.435,0.45,63.742,0
6268802,0.36,0.39,405.874,0
6268872,0.373,0.39,63.018,0
6233711,0.185,0.16,339.059,0
6268982,0.514,0.54,162.901,0
6234199,0.557,0.56,236.399,0
6280503,0.45399999999999996,0.47,138.657,0
6209585,0.11599999999999999,0.09,628.779,0
6227958,0.193,0.17,120.93700000000001,0
6271033,0.4,0.41,134.32,0
6271120,0.537,0.56,146.655,0
6277656,0.619,0.62,116.493,0
6286466,0.19899999999999998,0.18,17.398,0
6266639,0.452,0.47,324.98,0
6263060,0.53,0.55,287.11400000000003,0
6271549,0.55,0.57,501.716,0
6278265,0.28,0.27,407.41,0
6214037,0.141,0.11,2567.125,0
6343069,0.5489999999999999,0.55,683.623,0
6343410,0.517,0.54,577.031,0
6366330,0.502,0.52,332.26800000000003,0
6366377,0.303,0.3,210.56799999999998,0
6423922,0.109,0.1,130.42600000000002,0
6424011,0.267,0.25,379.74199999999996,0
6424033,0.26,0.26,463.756,0
6306891,0.292,0.29,214.778,0
6311620,0.537,0.56,275.672,0
6352355,0.41600000000000004,0.44,205.512,0
6363125,0.47,0.48,223.14,0
6301976,0.5,0.51,168.989,0
6358735,0.39,0.41,150.334,0
6363233,0.5,0.51,88.177,0
6352901,0.244,0.23,186.16099999999997,0
6366739,0.35600000000000004,0.38,312.249,0
6424516,0.38,0.4,223.555,0
6347434,0.49200000000000005,0.5,265.54900000000004,0
6420895,0.53,0.54,113.81,0
6424725,0.231,0.21,320.938,0
6303124,0.55,0.57,80.806,0
6344749,0.516,0.54,235.453,0
6356144,0.457,0.47,251.209,0
6363613,0.59,0.6,155.59799999999998,0
6370174,0.327,0.32,606.425,0
6345048,0.39,0.41,99.946,0
6347864,0.5,0.51,110.635,0
6385060,0.47,0.48,212.354,0
6389733,0.602,0.6,206.394,0
6345159,0.5579999999999999,0.58,259.32599999999996,0
6345207,0.524,0.55,252.141,0
6385586,0.6,0.6,158.06799999999998,0
6345362,0.46,0.47,608.466,0
6421689,0.41200000000000003,0.44,331.658,0
6380988,0.27699999999999997,0.27,52.068999999999996,0
6345835,0.496,0.52,29.38,0
6425928,0.56,0.57,388.05699999999996,0
6425957,0.48,0.51,59.358999999999995,2.0
6425989,0.42700000000000005,0.46,222.00099999999998,0
6310092,0.389,0.41,228.08,0
6310107,0.35,0.36,144.594,0
6362190,0.43,0.45,227.56400000000002,0
6422953,0.53,0.56,462.694,0
6310265,0.62,0.62,652.816,0
6423086,0.45399999999999996,0.47,248.479,0
6342520,0.56,0.57,475.45599999999996,0
6371999,0.475,0.49,294.778,0
6382217,0.523,0.54,222.218,2.0
6372136,0.41,0.43,434.903,0
6423563,0.522,0.55,213.015,0
6503950,0.57,0.57,246.113,0
6504035,0.506,0.51,178.503,0
6508710,0.28800000000000003,0.28,246.683,0
6508734,0.43,0.45,194.94799999999998,0
6515466,0.405,0.42,342.12300000000005,0
6447455,0.41,0.43,145.131,0
6500181,0.313,0.31,1055.849,0
6504214,0.41,0.43,242.84400000000002,0
6508924,0.48200000000000004,0.49,240.88400000000001,0
6467894,0.54,0.55,290.036,0
6526930,0.5,0.51,142.429,0
6435936,0.47,0.49,264.2,1.0
6529445,0.47,0.48,171.049,0
6429680,0.48200000000000004,0.5,154.623,0
6521399,0.49,0.5,229.84400000000002,0
6521526,0.579,0.58,366.222,0
6436291,0.563,0.57,76.567,0
6444896,0.11800000000000001,0.1,527.225,1.0
6501347,0.55,0.56,95.32700000000001,0
6504736,0.335,0.34,157.08,0
6509710,0.54,0.57,466.227,0
6527283,0.5539999999999999,0.55,172.423,0
6529799,0.414,0.42,57.175,0
6430151,0.11599999999999999,0.09,1704.231,0
6504812,0.35,0.36,284.363,0
6516783,0.586,0.59,33.938,0
6442045,0.363,0.37,147.52200000000002,0
6464396,0.51,0.52,223.97400000000002,0
6469920,0.42,0.44,290.322,0
6448449,0.59,0.6,240.641,0
6470362,0.27,0.25,187.37900000000002,0
6502294,0.44,0.46,182.31799999999998,0
6505156,0.52,0.55,226.94400000000002,0
6430816,0.54,0.56,253.354,0
6451717,0.37,0.39,212.925,0
6502475,0.523,0.54,234.28400000000002,0
6507276,0.2,0.18,200.63,0
6510539,0.171,0.15,397.746,0
6431171,0.5379999999999999,0.56,235.678,0
6522443,0.17800000000000002,0.15,353.28,0
6452389,0.43,0.45,204.571,0
6530792,0.38,0.39,599.35,0
6466436,0.54,0.55,226.59799999999998,0
6507888,0.56,0.56,284.633,0
6460812,0.563,0.57,252.93,0
6503104,0.34,0.34,218.84900000000002,0
6431989,0.36,0.39,447.32300000000004,0
6461089,0.465,0.47,53.11600000000001,0
6497141,0.5479999999999999,0.56,182.47,0
6497146,0.46299999999999997,0.48,140.157,1.0
6447023,0.11599999999999999,0.09,336.319,0
6432467,0.557,0.56,174.52599999999998,0
6438389,0.575,0.58,76.37899999999999,0
6592335,0.28,0.28,199.263,0
6666139,0.36,0.37,734.924,0
6666233,0.52,0.52,151.72,1.0
6666347,0.52,0.53,681.0269999999999,0
6584163,0.51,0.54,231.997,0
6607612,0.51,0.52,199.593,0
6607660,0.327,0.32,411.397,0
6668646,0.392,0.41,363.76300000000003,0
6672948,0.32899999999999996,0.33,1083.711,0
6531981,0.57,0.58,173.78599999999997,0
6550017,0.569,0.57,387.746,0
6584500,0.39,0.41,194.66099999999997,0
6614383,0.55,0.55,199.092,0
6620003,0.534,0.54,231.00900000000001,0
6669028,0.537,0.56,181.331,0
6669108,0.36,0.37,643.774,0
6545415,0.594,0.59,359.111,0
6590048,0.547,0.55,157.938,0
6605492,0.415,0.43,241.668,0
6605595,0.563,0.57,113.649,0
6611875,0.321,0.32,150.70600000000002,0
6585067,0.39,0.41,128.463,0
6590263,0.322,0.32,213.886,0
6675516,0.36,0.39,337.731,0
6675685,0.597,0.6,335.64099999999996,0
6600771,0.5,0.51,310.491,0
6609270,0.53,0.53,221.486,0
6631337,0.547,0.55,187.63400000000001,0
6670624,0.529,0.56,191.143,0
6541829,0.48,0.49,221.703,0
6546675,0.557,0.58,225.37,0
6551473,0.5720000000000001,0.57,265.94599999999997,0
6676217,0.223,0.2,361.852,0
6585895,0.473,0.48,102.2,0
6593856,0.55,0.56,303.276,0
6609906,0.45,0.47,184.854,0
6664639,0.303,0.32,1037.944,0
6671365,0.34,0.34,301.28,0
6579761,0.27,0.27,912.7660000000001,0
6586079,0.23399999999999999,0.23,268.426,0
6664748,0.38,0.41,212.952,0
6664904,0.5710000000000001,0.57,827.0939999999999,0
6671587,0.409,0.44,217.916,0
6579884,0.474,0.49,228.826,0
6594217,0.282,0.27,55.336000000000006,0
6671727,0.43799999999999994,0.46,220.84,0
6580019,0.11599999999999999,0.09,9513.929,0
6665209,0.14400000000000002,0.12,9934.336,0
6543547,0.513,0.52,248.665,0
6604265,0.33899999999999997,0.35,789.1060000000001,0
6672297,0.257,0.25,250.416,0
6610837,0.341,0.34,202.92700000000002,0
6628656,0.5870000000000001,0.58,196.56599999999997,0
6548898,0.602,0.6,170.457,0
6583177,0.44,0.45,212.41299999999998,0
6690887,0.165,0.14,7219.3330000000005,0
6704613,0.47700000000000004,0.5,89.54799999999999,0
6704617,0.605,0.61,154.372,0
6761765,0.622,0.62,388.815,0
6690942,0.485,0.49,216.217,0
6694166,0.341,0.34,254.99400000000003,0
6761974,0.49,0.5,273.33,0
6762124,0.45,0.48,489.531,0
6765143,0.275,0.28,337.976,0
6792288,0.439,0.46,145.666,0
6721658,0.373,0.4,279.757,0
6782009,0.501,0.53,212.226,0
6678515,0.547,0.56,123.59299999999999,0
6691349,0.48200000000000004,0.49,109.53,0
6715960,0.36,0.37,163.696,0
6750866,0.51,0.54,336.983,0
6762389,0.34600000000000003,0.35,1525.3239999999998,0
6678623,0.418,0.45,278.758,0
6694734,0.38299999999999995,0.4,125.36,0
6751111,0.14400000000000002,0.12,1058.325,0
6751156,0.368,0.38,358.56,0
6775103,0.423,0.44,186.87599999999998,0
6699367,0.285,0.3,176.051,0
6751411,0.5329999999999999,0.54,84.071,0
6775700,0.201,0.18,70.298,0
6782860,0.327,0.32,172.498,0
6696016,0.375,0.4,111.367,0
6751520,0.526,0.53,301.627,0
6757167,0.5529999999999999,0.58,125.014,0
6763067,0.44,0.46,418.44699999999995,0
6766663,0.504,0.51,112.31299999999999,0
6679295,0.494,0.51,236.86,1.0
6692320,0.37,0.38,407.591,0
6751891,0.25,0.25,198.653,0
6763092,0.19699999999999998,0.18,276.469,0
6783369,0.594,0.6,98.745,0
6790075,0.575,0.58,129.77700000000002,0
6679464,0.613,0.61,107.916,0
6718482,0.53,0.54,173.58599999999998,0
6752213,0.21,0.19,805.573,0
6767424,0.42,0.45,237.85299999999998,0
6776555,0.569,0.57,240.933,1.0
6689302,0.594,0.6,38.59,0
6696674,0.446,0.46,157.984,0
6752578,0.34,0.35,249.192,0
6779927,0.555,0.56,156.211,0
6693042,0.231,0.21,141.755,0
6697021,0.527,0.52,844.633,0
6758299,0.541,0.54,86.25399999999999,0
6768036,0.595,0.6,87.848,0
6776936,0.48,0.49,150.109,0
6700873,0.537,0.56,141.688,0
6752937,0.532,0.55,205.61,0
6768217,0.42,0.44,105.95100000000001,0
6784339,0.47700000000000004,0.49,4740.814,0
6784660,0.523,0.52,206.736,0
6758989,0.5,0.51,154.881,0
6764400,0.154,0.13,689.4019999999999,0
6768613,0.11599999999999999,0.09,1576.771,0
6773862,0.56,0.56,150.72299999999998,1.0
6720765,0.32,0.32,173.91099999999997,0
6764734,0.18899999999999997,0.17,784.789,0
6862901,0.55,0.57,204.69,0
6940039,0.172,0.15,1183.335,0
6836884,0.49,0.5,170.15900000000002,0
6863158,0.51,0.52,228.229,0
6888297,0.306,0.3,56.277,0
6928830,0.519,0.53,236.497,0
6803306,0.35,0.36,201.705,0
6878738,0.43,0.45,206.55900000000003,0
6888521,0.22899999999999998,0.21,176.877,0
6934004,0.3,0.29,496.977,0
6937405,0.47,0.48,230.65,0
6803524,0.33399999999999996,0.33,278.143,0
6803555,0.44,0.45,330.955,0
6837702,0.23,0.21,852.518,0
6848842,0.27,0.28,426.165,0
6860138,0.457,0.47,231.407,0
6843766,0.43,0.45,169.63099999999997,0
6849112,0.37,0.4,366.30400000000003,0
6863726,0.39,0.41,117.787,0
6866518,0.523,0.54,155.619,0
6804018,0.245,0.23,42.824,0
6838113,0.535,0.55,122.977,0
6923830,0.5539999999999999,0.58,236.222,0
6937713,0.54,0.57,168.769,0
6937828,0.529,0.56,122.493,0
6838434,0.5,0.51,237.80200000000002,0
6860837,0.55,0.57,191.55,0
6923995,0.45,0.46,367.79699999999997,0
6938077,0.537,0.56,140.407,0
6805049,0.21,0.19,592.339,0
6864295,0.58,0.6,869.971,0
6867155,0.53,0.55,136.575,1.0
6846346,0.48,0.49,165.31,0
6839317,0.524,0.55,242.12,0
6850118,0.609,0.61,33.745,0
6806125,0.466,0.49,121.404,0
6846570,0.55,0.56,341.601,0
6921817,0.43,0.44,138.531,0
6921821,0.35,0.35,149.56799999999998,0
6925256,0.563,0.57,615.214,0
6935925,0.188,0.17,138.953,0
6864891,0.47,0.48,265.255,0
6936046,0.5,0.51,191.136,0
6847171,0.556,0.56,195.563,0
6862296,0.48,0.49,201.16099999999997,0
6867971,0.49,0.5,531.557,0
6877599,0.57,0.59,182.368,0
6881138,0.527,0.55,175.136,0
6922010,0.451,0.47,317.901,0
6836624,0.466,0.49,324.654,0
6850818,0.5539999999999999,0.55,263.932,0
6922183,0.537,0.56,224.933,0
6927938,0.53,0.54,149.409,0
6847482,0.5720000000000001,0.58,493.32300000000004,0
6928206,0.47,0.48,153.03799999999998,0
6954041,0.537,0.56,80.101,0
6947459,0.10400000000000001,0.1,35.031,0
6947600,0.27,0.25,208.118,0
6954721,0.268,0.27,225.53599999999997,0
6964982,0.4,0.42,257.986,0
7020381,0.504,0.51,243.011,0
7031430,0.37,0.38,196.71400000000003,0
6977064,0.26,0.26,221.179,0
7010083,0.475,0.48,136.108,0
7037895,0.562,0.57,117.89299999999999,0
6940654,0.42,0.44,181.43200000000002,0
6947858,0.37,0.39,242.79,0
7024332,0.373,0.39,347.55400000000003,0
7007218,0.526,0.53,466.952,0
7018161,0.52,0.55,245.95,0
7038372,0.49,0.5,172.82,0
7050907,0.54,0.56,409.85,0
6945041,0.49700000000000005,0.51,210.87400000000002,0
7013317,0.516,0.54,3390.635,0
7013335,0.537,0.56,540.717,0
7025006,0.264,0.25,191.482,0
7031948,0.526,0.53,187.408,0
6966565,0.408,0.44,195.92,0
7018323,0.45799999999999996,0.48,340.342,0
7021681,0.51,0.53,156.033,2.0
7035373,0.49,0.52,180.66,0
7007761,0.54,0.56,149.605,0
6949105,0.327,0.32,281.63,0
7007844,0.11599999999999999,0.09,298.587,0
7008143,0.125,0.1,140.46200000000002,0
7013926,0.424,0.45,633.837,0
7046921,0.537,0.56,210.791,0
6949326,0.537,0.56,115.611,0
6949412,0.45299999999999996,0.47,618.2180000000001,0
6952833,0.36,0.37,417.135,0
7014297,0.519,0.53,148.18,0
7022137,0.19399999999999998,0.17,171.696,0
7025883,0.563,0.57,227.92700000000002,0
7032946,0.5479999999999999,0.56,156.709,0
6956701,0.555,0.56,78.31,0
7026202,0.28,0.27,170.11,0
7008589,0.331,0.33,819.303,0
7022432,0.303,0.29,255.951,0
7047750,0.523,0.54,160.109,0
7060218,0.174,0.15,586.6619999999999,0
7014844,0.36,0.37,377.208,0
7022598,0.426,0.45,140.356,0
7048090,0.26,0.24,216.412,0
7014972,0.523,0.54,572.919,0
7033670,0.161,0.13,89.471,0
7037101,0.523,0.54,450.522,0
6950440,0.37,0.4,300.313,0
7009163,0.5,0.51,293.986,0
7019844,0.47,0.5,125.969,0
7033830,0.32,0.32,625.844,0
7034097,0.594,0.6,27.771,0
7133235,0.5720000000000001,0.57,218.87900000000002,0
7191311,0.426,0.46,360.38800000000003,0
7200148,0.26,0.24,170.045,0
7105834,0.27,0.25,102.811,0
7191467,0.39,0.41,501.93300000000005,0
7090779,0.534,0.54,622.984,0
7102145,0.635,0.64,394.51099999999997,0
7117293,0.317,0.31,529.569,0
7173783,0.505,0.51,354.215,0
7173933,0.575,0.58,305.431,0
7184587,0.537,0.56,188.062,0
7191610,0.48700000000000004,0.52,551.862,0
7200463,0.5720000000000001,0.58,223.852,0
7091150,0.11599999999999999,0.09,1502.9379999999999,0
7106306,0.5539999999999999,0.57,117.693,0
7177371,0.569,0.57,351.406,0
7177589,0.475,0.49,287.685,0
7188183,0.55,0.58,218.18400000000003,0
7102500,0.231,0.21,365.584,0
7117506,0.49200000000000005,0.5,161.013,0
7184868,0.326,0.33,219.321,0
7091649,0.51,0.52,98.419,0
7117616,0.249,0.24,7301.286,0
7123391,0.185,0.17,4050.498,0
7123500,0.579,0.58,791.327,0
7174385,0.48,0.49,220.396,0
7192199,0.539,0.56,268.617,0
7091787,0.526,0.53,271.29,0
7103120,0.57,0.58,197.47,0
