kepid,radius,mass,cdpp6,koi_count
2986833,0.488,0.5,297.401,1.0
3109825,0.602,0.6,201.01,0
2836098,0.547,0.55,116.447,0
2853469,0.573,0.57,59.246,0
2971272,0.445,0.47,345.792,0
2992668,0.5920000000000001,0.6,234.338,0
3096944,0.539,0.56,225.66299999999998,0
3109945,0.3,0.29,307.786,0
2832398,0.47,0.48,214.24,0
2971472,0.183,0.16,98.14399999999999,0
3101007,0.5710000000000001,0.58,395.97900000000004,0
2832720,0.175,0.15,279.603,0
2837046,0.28,0.27,136.576,0
2861126,0.4,0.42,384.11,0
2983661,0.22,0.2,378.879,0
3101838,0.24,0.22,371.61,0
3117402,0.607,0.61,77.188,0
3340246,0.506,0.51,630.143,0
3219400,0.564,0.57,249.666,0
3231403,0.245,0.25,315.005,0
3241826,0.154,0.13,1111.585,0
3344220,0.537,0.56,135.863,0
3216700,0.54,0.55,444.49800000000005,0
3228276,0.182,0.16,224.995,0
3232191,0.11599999999999999,0.09,1170.133,0
3329985,0.29,0.28,326.389,0
3220581,0.48,0.49,478.93800000000005,0
3220742,0.5710000000000001,0.57,214.40599999999998,0
3119525,0.49700000000000005,0.51,374.267,0
3232393,0.523,0.54,192.53,0
3235567,0.373,0.39,190.128,0
3330684,0.132,0.11,131.757,0
3322943,0.56,0.57,195.42700000000002,0
3327092,0.294,0.3,205.766,0
3221339,0.25,0.23,538.65,0
3331574,0.589,0.59,81.98,0
3335176,0.193,0.17,22.976999999999997,0
3335194,0.539,0.55,393.11699999999996,0
3346467,0.56,0.56,303.964,0
3120477,0.569,0.57,566.258,0
3130391,0.574,0.58,677.7539999999999,0
3218308,0.521,0.54,87.50200000000001,0
3323808,0.539,0.55,97.089,0
3328254,0.33,0.35,221.945,0
3120913,0.474,0.49,240.338,0
3233853,0.537,0.56,152.16899999999998,0
3328643,0.551,0.56,214.408,0
3215832,0.444,0.45,57.718,0
3218997,0.41,0.43,354.829,0
3219046,0.14400000000000002,0.12,1524.384,0
3532922,0.33399999999999996,0.33,258.817,0
3540472,0.445,0.46,139.441,0
3556242,0.431,0.45,247.165,0
3353205,0.253,0.25,365.94699999999995,0
3442034,0.591,0.6,102.896,0
3429161,0.5479999999999999,0.57,444.14300000000003,0
3456560,0.36,0.37,282.553,0
3528588,0.4,0.42,174.565,0
3533437,0.29,0.31,259.591,0
3449953,0.589,0.59,65.182,0
3550668,0.39,0.4,188.278,0
3446366,0.5720000000000001,0.57,244.755,0
3525746,0.537,0.56,708.196,0
3438817,0.496,0.52,84.49,0
3525783,0.589,0.6,415.64099999999996,0
3534089,0.39,0.41,223.53799999999998,0
3443137,0.39,0.41,198.615,0
3542117,0.39,0.41,788.4910000000001,0
3439791,0.473,0.48,181.405,0
3547906,0.537,0.56,120.105,0
3425850,0.49,0.5,327.163,0
3426250,0.5539999999999999,0.55,153.416,0
3431143,0.541,0.54,832.933,0
3457861,0.537,0.56,311.33799999999997,0
3545104,0.604,0.61,139.467,0
3426367,0.345,0.35,119.68299999999999,1.0
3443923,0.556,0.56,203.33700000000002,0
3530826,0.537,0.56,659.1160000000001,0
3545291,0.49,0.5,244.18,0
3432060,0.495,0.5,110.227,0
3527038,0.452,0.47,255.25599999999997,0
3527088,0.484,0.51,246.25799999999998,0
3531121,0.24,0.24,555.649,0
3531176,0.33799999999999997,0.34,232.53099999999998,0
3554849,0.373,0.39,329.124,0
3426874,0.488,0.5,274.226,0
3432286,0.537,0.56,238.44400000000002,0
3454793,0.36,0.37,893.05,0
3527308,0.41,0.43,226.42700000000002,0
3539770,0.37,0.39,183.123,0
3444822,0.38,0.4,255.674,0
3353108,0.47100000000000003,0.48,246.14,0
3556011,0.628,0.62,180.968,0
3660458,0.36,0.37,240.145,0
3732192,0.317,0.32,150.622,0
3732401,0.504,0.51,877.3710000000001,0
3732612,0.484,0.5,94.586,0
3627704,0.56,0.58,335.121,0
3640527,0.35,0.35,236.33,0
3732804,0.541,0.55,675.1010000000001,0
3631844,0.527,0.54,238.327,0
3727538,0.52,0.53,301.632,0
3743520,0.33399999999999996,0.35,762.3860000000001,0
3556888,0.469,0.48,769.75,0
3727878,0.451,0.47,354.324,0
3733158,0.51,0.52,487.974,0
3756034,0.565,0.59,105.15,0
3658066,0.441,0.47,375.29699999999997,0
3733753,0.45399999999999996,0.47,222.25,0
3632783,0.336,0.34,367.399,0
3648376,0.34,0.35,93.57700000000001,0
3658619,0.327,0.32,220.449,0
3561148,0.556,0.56,82.07799999999999,0
3628991,0.29,0.3,603.8340000000001,0
3633335,0.5539999999999999,0.56,64.944,0
3654827,0.11599999999999999,0.09,381.668,0
3658781,0.34,0.36,299.538,0
3748172,0.578,0.61,727.034,0
3558162,0.375,0.4,198.937,0
3558213,0.585,0.59,193.736,0
3642335,0.523,0.54,226.234,1.0
3729528,0.349,0.37,506.12199999999996,0
3757251,0.41,0.43,320.774,0
3729847,0.551,0.57,212.148,0
3735000,0.157,0.13,487.82300000000004,0
3629595,0.569,0.57,284.436,0
3748918,0.47,0.48,121.346,0
3757788,0.445,0.46,378.605,0
3558789,0.32,0.33,236.55700000000002,0
3629897,0.311,0.33,431.954,0
3634308,0.39299999999999996,0.42,303.221,0
3634402,0.31,0.3,182.209,0
3642851,0.18,0.16,513.832,0
3730371,0.27,0.27,254.03099999999998,0
3634438,0.569,0.57,62.357,0
3634451,0.221,0.2,40.29,0
3659811,0.37,0.39,273.616,0
3735772,0.573,0.57,105.199,0
3758197,0.5,0.51,212.56599999999997,0
3646734,0.615,0.62,293.983,0
3730841,0.556,0.56,280.212,0
3731110,0.33,0.35,299.506,0
3745742,0.38,0.4,251.28400000000002,0
3749365,0.5,0.53,343.62800000000004,1.0
3626713,0.523,0.55,239.202,0
3631048,0.563,0.57,629.28,0
3731321,0.41200000000000003,0.42,359.079,0
3731432,0.485,0.49,107.37100000000001,0
3758541,0.5529999999999999,0.56,108.411,0
3934593,0.43799999999999994,0.46,311.26599999999996,0
3838294,0.37,0.39,160.025,0
3838349,0.11599999999999999,0.09,489.379,0
3934755,0.166,0.15,214.296,0
3934861,0.56,0.57,806.4960000000001,0
3762903,0.35,0.36,304.815,0
3838516,0.161,0.14,1048.09,0
3938241,0.441,0.45,118.37700000000001,0
3952447,0.382,0.41,501.82099999999997,0
3938944,0.596,0.6,259.393,0
3935499,0.55,0.56,409.31699999999995,0
3939189,0.11599999999999999,0.09,441.332,0
3939546,0.27,0.27,565.235,0
3831534,0.327,0.32,290.36400000000003,0
3835071,0.5479999999999999,0.57,224.21,0
3868940,0.56,0.56,308.596,0
3935942,0.41,0.43,227.794,0
3940072,0.563,0.57,98.241,0
3760677,0.45,0.46,250.97,0
3859371,0.5479999999999999,0.57,54.535,0
3940372,0.406,0.42,371.73,0
3831911,0.53,0.54,532.689,0
3836257,0.526,0.53,298.559,0
3839850,0.54,0.56,219.065,0
3866232,0.45799999999999996,0.48,255.86900000000003,0
3764335,0.261,0.25,46.983000000000004,0
3832427,0.433,0.46,442.236,0
3936621,0.451,0.47,474.31699999999995,0
3832503,0.191,0.17,1169.246,0
3842480,0.506,0.51,511.298,0
3852064,0.53,0.54,342.315,0
3936736,0.5539999999999999,0.55,57.876999999999995,0
3946894,0.45,0.46,95.43799999999999,0
3954217,0.389,0.41,303.629,0
3832957,0.552,0.57,226.334,0
3936842,0.295,0.3,48.983000000000004,0
3941415,0.428,0.44,138.935,0
3947074,0.447,0.47,416.18300000000005,0
3954332,0.191,0.17,2246.485,0
3852327,0.561,0.57,47.643,0
3837507,0.461,0.47,146.672,0
3941669,0.563,0.57,292.431,0
3951599,0.53,0.55,297.282,0
3765134,0.37,0.39,261.272,0
3934090,0.519,0.53,281.718,0
3837858,0.332,0.33,325.33799999999997,0
3974804,0.46,0.48,156.032,0
4058998,0.539,0.54,54.044,0
3968552,0.5539999999999999,0.55,350.31300000000005,0
4137187,0.5329999999999999,0.54,136.15200000000002,0
4137343,0.42,0.44,320.39,0
4141950,0.5429999999999999,0.56,585.376,0
3955879,0.44,0.45,226.86599999999999,0
3955891,0.324,0.33,254.209,0
3965229,0.466,0.49,240.403,0
4137629,0.469,0.48,343.38,0
4142357,0.552,0.56,319.629,0
3955963,0.498,0.51,123.876,0
4055820,0.29,0.28,147.779,0
4074068,0.297,0.31,333.13699999999994,0
4077867,0.33,0.34,402.52099999999996,0
4060347,0.52,0.53,618.799,0
4060375,0.563,0.57,322.628,0
4142890,0.563,0.57,186.37099999999998,0
4142913,0.34299999999999997,0.35,19.261,0
3956389,0.54,0.55,249.813,0
3962433,0.488,0.5,1038.579,0
4078409,0.11599999999999999,0.09,2499.4,0
4143184,0.35,0.36,362.26800000000003,0
3969563,0.537,0.56,207.34799999999998,0
4036313,0.332,0.33,120.749,0
3956721,0.5870000000000001,0.58,55.236000000000004,0
4078900,0.535,0.56,113.395,0
4143926,0.479,0.49,682.206,0
4037164,0.55,0.55,228.146,0
4037286,0.256,0.24,1023.546,0
4049158,0.526,0.54,160.27,0
4060965,0.36,0.37,174.73,0
4139235,0.47100000000000003,0.5,348.782,0
3957292,0.441,0.45,72.068,0
3966704,0.52,0.55,326.259,0
4061149,0.46,0.48,283.698,1.0
4067894,0.3,0.29,653.394,0
4068018,0.56,0.57,144.796,0
3966801,0.48,0.5,128.241,1.0
4037849,0.428,0.45,395.57300000000004,0
4135605,0.537,0.56,255.01,0
4139476,0.537,0.56,219.74099999999999,0
4038439,0.302,0.32,355.32,0
4043389,0.628,0.62,29.08,0
4139816,0.48,0.51,275.45599999999996,4.0
4043862,0.414,0.44,674.0110000000001,0
4068727,0.445,0.46,285.973,0
4140231,0.579,0.58,84.429,0
4140528,0.233,0.22,291.089,0
4068926,0.498,0.5,1729.9279999999999,0
4136323,0.414,0.43,86.008,0
4136379,0.14800000000000002,0.12,44.95,0
4140749,0.547,0.55,346.705,0
4039602,0.18100000000000002,0.16,1315.599,0
4044678,0.44,0.46,179.747,0
4076972,0.18100000000000002,0.16,1166.279,0
4280515,0.5479999999999999,0.57,224.65900000000002,0
4172805,0.431,0.45,222.614,1.0
4265815,0.37,0.39,191.271,0
4164310,0.39,0.4,176.37400000000002,0
4246255,0.38,0.39,1214.945,0
4280967,0.537,0.56,293.976,0
4148802,0.33899999999999997,0.35,1196.011,0
4164424,0.48200000000000004,0.49,190.44,0
4246630,0.157,0.13,944.447,0
4349469,0.375,0.4,154.4,0
4149014,0.536,0.56,549.131,0
4173466,0.22399999999999998,0.21,230.49599999999998,0
4253385,0.41,0.43,164.417,0
4272610,0.523,0.55,268.07099999999997,0
4281425,0.513,0.52,266.82,0
4349785,0.39,0.41,217.433,0
4173772,0.141,0.11,80.435,0
4350214,0.563,0.57,254.863,0
4242514,0.28,0.29,305.015,0
4262814,0.51,0.52,771.078,0
4269448,0.594,0.6,347.191,0
4273882,0.54,0.56,322.26599999999996,0
4242943,0.51,0.54,115.12299999999999,0
4247370,0.531,0.55,627.1759999999999,0
4254223,0.522,0.55,106.815,0
4277598,0.3,0.29,272.952,0
4277623,0.59,0.59,202.22,0
4243354,0.47100000000000003,0.48,186.74900000000002,0
4179525,0.613,0.61,119.67,0
4248069,0.11599999999999999,0.09,3836.41,0
4248433,0.14400000000000002,0.12,892.665,0
4346765,0.35,0.36,264.096,0
4346809,0.29,0.28,189.707,0
4175398,0.48200000000000004,0.5,74.14,0
4248533,0.228,0.23,61.42100000000001,0
4255219,0.537,0.56,100.83200000000001,0
4255379,0.537,0.56,320.965,0
4270441,0.4,0.42,247.55900000000003,0
4279048,0.52,0.53,236.77200000000002,0
4159885,0.469,0.49,263.901,0
4175517,0.41,0.42,190.016,0
4155840,0.36,0.37,303.454,0
4175707,0.616,0.62,684.554,0
4249500,0.29,0.28,123.303,0
4264634,0.55,0.56,202.364,0
4270856,0.129,0.1,574.594,0
4275230,0.54,0.54,211.365,0
4160669,0.185,0.16,35.292,0
4249538,0.5,0.51,456.18699999999995,0
4275681,0.38,0.39,297.302,0
4283965,0.35,0.37,262.987,0
4355120,0.39,0.41,93.01,0
4181240,0.39,0.41,169.791,0
4181245,0.37,0.39,294.637,0
4355503,0.389,0.41,314.235,0
4367318,0.446,0.46,222.00099999999998,0
4473355,0.54,0.54,804.3660000000001,0
4378621,0.41,0.43,206.89,0
4473475,0.319,0.32,350.963,0
4543236,0.38,0.4,226.736,0
4543237,0.546,0.57,115.634,0
4443489,0.523,0.54,243.148,0
4547380,0.5489999999999999,0.55,134.865,0
4547416,0.5720000000000001,0.57,152.149,0
4356215,0.597,0.6,63.331,0
4383163,0.552,0.55,74.877,0
4383248,0.624,0.62,200.00099999999998,0
4483841,0.588,0.59,197.386,0
4356597,0.48,0.48,139.726,0
4383431,0.565,0.57,276.346,0
4474292,0.56,0.57,206.74400000000003,0
4543884,0.46299999999999997,0.48,388.88699999999994,0
4548115,0.11599999999999999,0.09,826.442,0
4364717,0.17600000000000002,0.16,597.0369999999999,0
4370853,0.49700000000000005,0.5,208.987,0
4370970,0.5760000000000001,0.58,124.344,0
4544623,0.41,0.43,651.139,0
4544639,0.35,0.36,301.001,0
4364896,0.573,0.57,61.647,0
4446088,0.225,0.21,387.87199999999996,0
4446105,0.537,0.56,415.80699999999996,0
4470937,0.40700000000000003,0.42,17.472,0
4488006,0.29,0.28,499.435,0
4544783,0.303,0.31,260.575,0
4544988,0.43700000000000006,0.45,58.475,0
4545041,0.28,0.27,1201.303,0
4357520,0.52,0.53,159.83700000000002,0
4489051,0.4,0.42,132.601,0
4545209,0.2,0.18,349.25699999999995,0
4545314,0.433,0.45,94.00399999999999,0
4375359,0.26,0.26,236.638,0
4489414,0.573,0.57,152.256,0
4551429,0.39,0.41,104.604,0
4446650,0.19699999999999998,0.18,737.2439999999999,0
4471741,0.525,0.55,225.87400000000002,0
4476546,0.293,0.28,236.75,0
4376841,0.568,0.57,41.681000000000004,0
4454364,0.423,0.44,348.60699999999997,0
4458155,0.215,0.2,247.025,0
4465957,0.332,0.33,166.56900000000002,0
4366173,0.56,0.58,468.256,0
4377055,0.54,0.55,141.109,0
4381324,0.32299999999999995,0.33,258.474,0
4386137,0.318,0.32,311.745,0
4540508,0.513,0.53,331.66900000000004,0
4545964,0.524,0.55,182.315,0
4482203,0.52,0.53,369.32800000000003,0
4448009,0.122,0.11,585.847,0
4546642,0.522,0.55,252.135,0
4367215,0.547,0.56,215.892,0
4673366,0.58,0.58,284.858,0
4566277,0.55,0.57,240.668,0
4569115,0.434,0.45,229.032,0
4553205,0.3,0.29,217.641,0
4637507,0.294,0.31,560.025,0
4641097,0.36,0.38,256.6,0
4663818,0.53,0.55,42.538999999999994,0
4669176,0.593,0.6,162.287,0
4725531,0.513,0.52,300.59,0
4725681,0.51,0.54,243.606,2.0
4725734,0.535,0.55,342.32599999999996,0
4660255,0.57,0.59,698.515,0
4726192,0.52,0.53,230.81900000000002,0
4554367,0.532,0.55,130.297,0
4638070,0.318,0.33,108.99799999999999,0
4647381,0.5329999999999999,0.56,195.7,0
4669977,0.345,0.35,282.67900000000003,0
4726552,0.25,0.23,636.744,0
4633018,0.556,0.58,136.291,0
4644194,0.11599999999999999,0.09,371.05199999999996,0
4651273,0.56,0.58,325.07,0
4670415,0.547,0.55,147.829,0
4575141,0.537,0.56,138.548,0
4644320,0.537,0.56,268.817,0
4562228,0.523,0.54,206.25,0
4562244,0.557,0.58,323.52099999999996,0
4571091,0.48,0.49,117.68,0
4648234,0.48200000000000004,0.5,77.778,0
4655612,0.413,0.43,102.59899999999999,0
4728952,0.5820000000000001,0.6,203.418,0
4581084,0.184,0.16,57.578,0
4633585,0.48,0.49,209.484,0
4633631,0.54,0.56,679.579,0
4555523,0.535,0.55,211.648,0
4581344,0.555,0.56,313.8,0
4656011,0.613,0.61,65.031,0
4729962,0.4,0.42,271.57,0
4730040,0.26899999999999996,0.26,1437.73,0
4568065,0.184,0.16,208.037,0
4639615,0.452,0.47,184.579,0
4680642,0.41,0.43,300.722,0
4662431,0.336,0.34,609.7180000000001,0
4680677,0.51,0.52,232.033,0
4645733,0.48,0.49,236.753,0
4640084,0.57,0.59,258.258,0
4672900,0.32,0.33,161.15200000000002,0
4731525,0.35,0.36,85.068,0
4741907,0.11699999999999999,0.09,1201.067,0
4757225,0.545,0.56,76.404,0
4818671,0.5489999999999999,0.57,161.942,0
4818821,0.526,0.53,234.52900000000002,0
4825739,0.447,0.48,336.284,0
4840079,0.317,0.31,253.088,0
4850610,0.376,0.4,221.975,0
4825903,0.11599999999999999,0.09,166.21,0
4832355,0.5539999999999999,0.58,187.217,0
4751044,0.46399999999999997,0.47,267.722,0
4832572,0.28,0.27,158.16299999999998,0
4732250,0.514,0.54,271.02,0
4738451,0.475,0.49,300.784,0
4770707,0.315,0.31,115.36399999999999,0
4813925,0.44,0.46,321.835,0
4814005,0.11599999999999999,0.09,161.863,0
4819512,0.21600000000000003,0.2,601.904,0
4832768,0.225,0.21,223.485,0
4819766,0.41,0.43,356.70599999999996,0
4832837,0.56,0.58,119.691,2.0
4732983,0.5710000000000001,0.57,224.232,0
4755441,0.42,0.43,242.247,0
4814229,0.313,0.31,460.151,0
4820222,0.578,0.61,412.416,0
4743065,0.512,0.55,308.643,0
4743104,0.45799999999999996,0.48,58.235,0
4751876,0.569,0.57,136.67700000000002,0
4844804,0.5579999999999999,0.57,290.483,0
4758595,0.4,0.42,87.104,0
4833367,0.44,0.46,242.80599999999998,0
4841888,0.23600000000000002,0.22,32.728,0
4844987,0.5529999999999999,0.55,124.935,0
4735754,0.43799999999999994,0.45,84.219,0
4735815,0.451,0.47,238.687,0
4743351,0.5329999999999999,0.54,77.372,0
4758926,0.473,0.48,246.83900000000003,0
4758956,0.38,0.39,200.94400000000002,0
4827161,0.316,0.32,143.618,0
4739885,0.475,0.48,230.206,0
4752465,0.27,0.27,146.247,0
4821787,0.24,0.24,575.698,0
4740044,0.542,0.56,190.05,0
4764652,0.25,0.25,216.352,0
4815654,0.131,0.11,1926.391,0
4831331,0.37,0.39,181.042,0
4848532,0.152,0.14,163.96099999999998,0
4736554,0.556,0.56,121.4,0
4773250,0.595,0.6,179.55700000000002,0
4818089,0.375,0.4,200.937,0
4737129,0.43700000000000006,0.45,251.64,0
4824868,0.47700000000000004,0.48,329.074,0
4839493,0.5489999999999999,0.55,240.38299999999998,0
4756732,0.37,0.4,236.52700000000002,0
4768944,0.298,0.29,244.34599999999998,0
4741455,0.49200000000000005,0.5,299.959,0
4754115,0.541,0.56,188.649,0
4861287,0.414,0.43,151.769,0
4914737,0.55,0.56,140.648,0
4918154,0.526,0.53,211.28799999999998,0
4921143,0.244,0.22,196.673,0
4931385,0.447,0.46,439.514,0
4949012,0.55,0.57,208.995,0
4856658,0.265,0.25,787.567,0
4902806,0.34,0.36,126.948,0
4909186,0.26,0.24,193.488,0
4918333,0.562,0.56,60.955,0
4953282,0.32899999999999996,0.33,201.47099999999998,0
4953358,0.615,0.62,797.951,0
4994641,0.478,0.49,186.71099999999998,0
4903588,0.541,0.54,74.819,0
4989298,0.24,0.24,763.4730000000001,0
4915749,0.565,0.57,126.559,0
4938090,0.14300000000000002,0.12,230.56799999999998,0
4862505,0.563,0.57,322.83,0
4939265,0.4,0.42,227.58700000000002,0
4904416,0.536,0.56,689.6030000000001,0
4904469,0.56,0.57,662.923,0
4904483,0.11599999999999999,0.09,430.58,0
4932287,0.423,0.44,245.976,0
4995581,0.301,0.29,237.688,0
4904647,0.556,0.56,98.535,0
4939621,0.447,0.46,162.314,0
4946433,0.349,0.36,94.929,0
4932675,0.293,0.28,134.112,0
4946483,0.38,0.4,279.502,0
4935977,0.537,0.54,87.059,0
4990711,0.43,0.45,505.166,0
4913121,0.11599999999999999,0.09,2523.212,0
4990862,0.45,0.46,330.5,0
4991026,0.42,0.44,322.592,0
4863874,0.36,0.37,196.498,0
4913852,0.52,0.54,236.774,1.0
4917139,0.537,0.56,203.778,0
4917182,0.122,0.1,356.029,0
4997179,0.24,0.22,164.43099999999998,0
4864391,0.47700000000000004,0.48,210.192,0
4951466,0.42,0.43,285.971,0
4991533,0.461,0.48,299.235,0
4908089,0.537,0.56,119.95,0
4931188,0.47,0.48,163.481,0
4951915,0.44,0.45,199.56,0
4991784,0.142,0.12,1622.645,0
4999583,0.45,0.46,398.74199999999996,0
4908565,0.537,0.56,259.918,0
4941223,0.32,0.33,286.23,0
4992056,0.321,0.32,246.03900000000002,0
5005406,0.41,0.43,159.75,0
5083330,0.532,0.55,657.49,0
5083480,0.518,0.54,270.457,0
5000620,0.11599999999999999,0.09,191.68099999999998,0
5015998,0.233,0.22,46.571999999999996,0
5019722,0.514,0.54,257.145,0
5083679,0.537,0.56,435.555,0
5096204,0.5489999999999999,0.55,97.56,0
5096376,0.11599999999999999,0.09,4652.762,0
5000970,0.451,0.47,102.16,0
5077534,0.45399999999999996,0.47,390.67900000000003,0
5077615,0.557,0.58,312.406,0
5009036,0.382,0.41,192.91,0
5077889,0.28,0.28,307.126,0
5016904,0.27699999999999997,0.27,231.62599999999998,0
5093980,0.38,0.4,214.893,0
5096924,0.42,0.44,228.055,0
5002836,0.11599999999999999,0.09,35.742,0
5078917,0.578,0.61,562.677,0
5079348,0.25,0.23,117.059,0
5087108,0.445,0.46,175.817,0
5087223,0.541,0.55,183.207,0
5095098,0.5539999999999999,0.58,666.148,0
5108451,0.33,0.34,213.21099999999998,0
5108769,0.273,0.28,241.86,0
5041192,0.35,0.36,367.16,0
5035870,0.532,0.55,188.56900000000002,0
5080636,0.45,0.46,119.26799999999999,2.0
5027715,0.58,0.59,84.04299999999999,0
5184209,0.54,0.55,498.105,0
5122859,0.36,0.37,266.893,0
5176707,0.48200000000000004,0.48,64.205,0
5184487,0.429,0.44,878.327,0
5201711,0.428,0.44,97.447,0
5210507,0.456,0.47,293.284,0
5112508,0.556,0.56,790.6569999999999,0
5123682,0.488,0.5,258.776,0
5181762,0.563,0.57,258.278,0
5184740,0.52,0.53,237.878,0
5193112,0.306,0.31,182.438,0
5177193,0.48,0.49,233.804,0
5181839,0.593,0.59,63.24100000000001,0
5211083,0.547,0.55,200.53799999999998,0
5167192,0.561,0.56,49.00899999999999,0
5174655,0.4,0.42,364.098,0
5181967,0.11599999999999999,0.09,551.113,0
5211564,0.574,0.58,153.15200000000002,0
5110817,0.43700000000000006,0.45,149.219,0
5110832,0.35,0.36,148.862,0
5124735,0.523,0.54,140.222,0
5182317,0.284,0.27,369.154,0
5185309,0.55,0.55,265.61,0
5185509,0.39,0.41,188.87599999999998,0
5211598,0.537,0.56,254.472,0
5125261,0.44,0.46,195.595,0
5175065,0.54,0.55,214.06799999999998,0
5182822,0.537,0.56,208.25,0
5125745,0.43,0.44,284.356,0
5168614,0.41,0.43,257.649,0
5175240,0.55,0.56,237.765,0
5200198,0.35,0.35,162.125,0
5126248,0.579,0.58,206.108,0
5168677,0.5379999999999999,0.57,229.49,0
5207289,0.46299999999999997,0.48,250.22,0
5212855,0.557,0.58,275.85900000000004,0
5164701,0.41,0.44,301.284,0
5200500,0.51,0.52,211.489,0
5112157,0.54,0.54,159.297,0
5175854,0.11800000000000001,0.1,1584.922,0
5180017,0.17,0.14,2147.46,0
5165872,0.452,0.47,201.293,0
5180528,0.47600000000000003,0.49,141.02100000000002,0
5268680,0.36,0.37,151.179,0
5268696,0.33,0.34,103.824,0
5342009,0.462,0.48,176.67700000000002,0
5268904,0.341,0.34,302.067,0
5300023,0.44299999999999995,0.46,164.375,0
5353137,0.37,0.39,162.08100000000002,0
5253697,0.38,0.4,447.83099999999996,0
5253844,0.38,0.39,319.66700000000003,0
5295082,0.5489999999999999,0.55,224.81900000000002,0
5304146,0.24,0.22,113.837,0
5342558,0.17300000000000001,0.15,269.416,0
5265188,0.565,0.57,127.559,0
5287939,0.32,0.33,273.422,0
5342922,0.5539999999999999,0.58,236.07,0
5353335,0.47,0.48,228.459,0
5219067,0.319,0.33,329.976,0
5308659,0.536,0.54,54.98,0
5343233,0.11599999999999999,0.09,366.535,0
5262561,0.46799999999999997,0.48,377.135,0
5262580,0.215,0.2,291.556,0
5288534,0.523,0.54,417.94800000000004,0
5353762,0.11800000000000001,0.1,2169.1620000000003,0
5353938,0.516,0.54,159.435,0
5254831,0.25,0.24,590.381,0
5350780,0.325,0.33,235.857,0
5354075,0.488,0.5,229.046,0
5262820,0.537,0.56,88.07700000000001,0
5285707,0.318,0.32,261.20599999999996,0
5344105,0.565,0.57,227.343,0
5354341,0.17800000000000002,0.15,409.801,0
5255412,0.589,0.6,214.321,0
5344350,0.34299999999999997,0.37,224.40400000000002,0
5266117,0.55,0.56,137.529,0
5273487,0.508,0.52,140.284,0
5351320,0.3,0.29,687.808,0
5297821,0.37,0.39,223.83900000000003,0
5344559,0.267,0.25,289.082,0
5351480,0.19899999999999998,0.18,645.325,0
5220682,0.579,0.58,45.562,0
5255954,0.542,0.55,155.327,0
5266549,0.45,0.46,214.668,0
5286398,0.537,0.56,192.19799999999998,0
5340107,0.43,0.45,108.17399999999999,0
5351659,0.579,0.58,37.215,0
5263823,0.461,0.48,224.16099999999997,0
5273973,0.467,0.49,42.398,0
5344859,0.523,0.54,565.227,0
5252367,0.27,0.25,125.91799999999999,0
5256612,0.155,0.13,270.317,0
5256645,0.57,0.58,149.872,0
5298911,0.36,0.37,200.56400000000002,0
5252698,0.2,0.18,39.997,0
5299281,0.45899999999999996,0.47,423.70099999999996,0
5341486,0.155,0.13,1093.553,0
5341573,0.4,0.42,260.899,0
5341666,0.473,0.48,260.952,0
5341795,0.44,0.46,166.39700000000002,0
5357504,0.537,0.56,96.821,0
5428199,0.423,0.44,82.214,0
5435923,0.35,0.36,187.582,0
5438784,0.11599999999999999,0.09,201.97400000000002,0
5438886,0.122,0.11,377.93199999999996,0
5461759,0.54,0.54,156.542,0
5435955,0.5429999999999999,0.54,236.882,0
5435958,0.244,0.22,1357.483,0
5384707,0.537,0.56,258.27299999999997,0
5384713,0.598,0.6,90.949,4.0
5428605,0.537,0.55,681.316,0
5459288,0.523,0.54,274.64599999999996,0
5360976,0.485,0.49,157.969,0
5397064,0.62,0.62,110.78299999999999,0
5439433,0.5539999999999999,0.58,241.771,0
5377130,0.55,0.57,132.16299999999998,0
5428929,0.562,0.57,322.187,0
5436555,0.27,0.27,377.81800000000004,0
5439836,0.35,0.36,161.591,0
5446961,0.628,0.63,260.288,0
5459593,0.33399999999999996,0.35,154.084,0
5358843,0.47600000000000003,0.49,261.305,0
5364071,0.51,0.54,173.12900000000002,4.0
5386327,0.469,0.48,279.177,0
5430181,0.557,0.58,510.131,0
5430495,0.55,0.58,307.6,0
5437354,0.473,0.48,156.38299999999998,0
5437459,0.53,0.55,227.377,0
5440790,0.574,0.58,47.852,0
5441012,0.5,0.51,488.825,0
5445367,0.35,0.36,216.25099999999998,0
5359490,0.542,0.55,172.766,0
5427241,0.51,0.52,243.99099999999999,0
5360129,0.52,0.53,502.92800000000005,0
5438291,0.523,0.54,293.124,0
5442725,0.502,0.51,51.875,0
5428088,0.45399999999999996,0.47,308.501,0
5531953,0.4,0.42,234.87400000000002,3.0
5536822,0.46399999999999997,0.47,220.90900000000002,0
5516027,0.479,0.49,84.185,0
5522034,0.317,0.32,120.98899999999999,0
5529047,0.54,0.56,147.113,0
5537064,0.574,0.58,191.22299999999998,0
5541914,0.5489999999999999,0.55,236.09400000000002,0
5516671,0.45899999999999996,0.47,450.31800000000004,0
5534656,0.537,0.56,160.493,0
5551672,0.27699999999999997,0.27,632.984,1.0
5526021,0.506,0.51,227.588,0
5513769,0.419,0.44,201.71900000000002,0
5516985,0.244,0.23,381.725,0
5513833,0.214,0.19,169.36700000000002,0
5513852,0.47,0.48,444.94599999999997,0
5471468,0.38,0.4,219.2,0
5526484,0.529,0.56,624.144,0
5466017,0.55,0.57,199.71400000000003,0
